파일명,주요 업무,자격요건,우대사항
job/DE/sources/jobkorea/txt/db9674fb-038f-469f-a7fd-ba19e67a18a8.txt,,,"우대조건
ㆍ각 직무 동종/유사 업무 경력 보유(기간 무관)
ㆍ4년제 대학 졸업 이상
ㆍ업무 관련 자격증 소지자 우대
ㆍ국가 등록 장애인 및 국가 보훈 대상자는 관련법 및 내부 규정에 따라 우대
ㆍ해외여행 가능 및 군필(면제)자"
job/DE/sources/jobkorea/txt/dbccb0e7-1b3b-44b3-8a5e-d44cdcc5f198.txt,"이런 업무를 해요
ㆍ비지니스, 사용자 요청사항, 의료기기 허가를 바탕으로 SaMD(Software as Medical Device) 제품을 설계합니다.
ㆍ제품군 확장을 위한 데이터베이스 설계합니다.
ㆍAI 및 리서치 팀과 협업 하여 AI 모델 배포 및 관리를 수행합니다.
ㆍ서비스 운영 중 발생하는 문제를 분석하고 사용자 니즈에 맞게 해결합니다.","이런 분들을 찾고 있어요
ㆍ학력 : 학력무관
ㆍ5년 이상의 Backend 개발 경력
ㆍPython Web framework 에 대한 숙련
ㆍPytorch, Tensorflow 기반의 AI 모델 배포 경험
ㆍ소프트웨어 컨테이너화 및 오케스트레이션을 위한 Docker/Docker Compose에 대한 숙련도
ㆍ버전 관리와 협업을 위한 Git/Github에 대한 숙련도
ㆍAWS, GCP 등 클라우드 서비스에 대한 숙련도","이런 분이면 더 좋아요
ㆍSaMD(Software as Medical Device) 에 대한 이해
ㆍ의료/헬스케어 데이터, DICOM, EMR, PACS, HL7 등에 관련 경험
ㆍ영상 처리/컴퓨터비전 관련 경험
ㆍMLOps 개발 및 운영 경험"
job/DE/sources/jobkorea/txt/dbd5e700-b31c-4fd2-ab89-00f0a036e4ba.txt,,,
job/DE/sources/jobkorea/txt/dbd77636-2948-4eb0-b5cc-3039c368131f.txt,"담당업무
ㆍ상세내용을 입력하세요
ㆍ상세내용을 입력하세요

스킬
ㆍ컴퓨터활용능력","자격요건
내비게이션 SW 품질테스트
( 10명 )","우대사항
ㆍ인근거주자
ㆍ컴퓨터활용능력 우수자
ㆍ장기근무 가능자"
job/DE/sources/jobkorea/txt/dbe856f5-e2e8-4062-91d9-4c1ede10afee.txt,,,
job/DE/sources/jobkorea/txt/dc22ce1c-500e-4287-9c4d-06b441084825.txt,"담당업무
ㆍ당사 보유한 제조데이터 분석 솔루션 (제조설비 및 측정데이터 분석을 통한 이상감지, 가상계측, 품질예측, 공정최적화조건 탐색 등)에 탑재될 모델 및 알고리즘 설계, 개발 및 개선작업
ㆍ새로운 고객 데이터를 분석하여 해당 고객의 요구조건에 맞는 데이터 분석 결과를 도출하기 위한 컨설팅 및 데이터 분석, 모델링 작업 수행 
ㆍMachine Learning / Deep Learning을 사용한 신규 모델 개발 관련 연구개발 작업 
ㆍ국책프로젝트 제안 및 관련 업무 수행 
ㆍ데이터 분석을 활용하는 솔루션 및 제품의 기획, 제안 

스킬
ㆍPython, R 등","자격요건
데이터분석가
( 1명 )","우대사항
ㆍ공모전 입상자
ㆍ유관업무 경력자
ㆍ석박사 학위 보유자
ㆍ데이터분석 관련 논문 실적
ㆍ전공 : 수학, 통계학"
job/DE/sources/jobkorea/txt/dc45ac54-6323-4c43-be91-f1c34609b2e8.txt,"이런 업무를 해요
[Mission of the Role]
ㆍSTRADVISION의 SW Toolchain Team(이하 STT)에서 유능한 Team member들과 Data Pipeline을 구성을 담당하실 전문가를 채용합니다. 지원 부서인STT에서는 STRADVISION 내부에서 개발에 필요한 Tool Chain을 제공하고 외부에서는 고객사에 전달되어 자사 솔루션의 평가 및 추가 기능 등을 제공하는 SW에 대한 개발 및 유지보수를 담당합니다.
ㆍSTT의 SW Engineer팀 멤버들과 함께 STT에서 구현하는 Data Pipeline 에서 Data의 수집, 변형, 보관, 관리, 제공을 구성하는 Component 들을 통합하고, Operation 자동화를 위한 스크립트 작성을담당합니다. Data Pipeline의 특성상 많은 Internal/External Customer와의 커뮤니케이션을 요구하게 되므로 Data Pipeline을 구성하기 위한 기술적인 지식뿐만 아니라 문서화와 커뮤니케이션 스킬 역시 필요합니다. 기존의 Data Pipeline을 개선하고 추가 기능을 구현하며 이를 관리하는 업무로 급변하는 Data Engineering의 기술동향에 맞추어 최신의 Data관련 기술적인 지식을 능동적으로 습득하는 업무 태도가 매우 중요합니다.

[Key Responsibilities]
ㆍData Pipeline 관리: Kubernetes 기반으로 구성된 서버 클러스터를 모니터링하며 문제를 추적하고 해결합니다. 데이터 파이프라인에서 실행 중인 작업을 모니터링하여 소요 시간을 예측하고 병목 현상이 발생하는 지점을 최적화하기 위해 스크립트를 수정합니다. 데이터 파이프라인을 구성하는 각 컴포넌트의 인터페이스에 변경사항이 생기면 업데이트를 수행합니다.
ㆍData Pipeline 구축: 새로운 컴포넌트를 개발하거나 기존 작업과 다른 성격의 새로운 파이프라인을 구성합니다. 신규 파이프라인을 기술하기 위한 스크립트를 작성하고 샘플 데이터로 원하는 결과가 도출되는지 통합 테스트를 수행합니다. 모든 파이프라인은 자동화되어 효율성과 생산성을 극대화하기 위한 방향성을 가지고 구축됩니다. 이를 통해 프로젝트의 목표 달성과 리소스 최적화를 추구합니다.
ㆍData Center 유지 관리: 데이터 센터는 데이터 파이프라인에서 사용되는 모든 데이터가 저장되는 데이터 웨어하우스 역할을 하며, 필요한 각 단계별 인터페이스를 API 형태로 제공합니다. 데이터 파이프라인을 수정하거나 새로 구축할 때 필요한 경우 데이터 센터의 API를 업데이트하고 코드를 수정하여 배포합니다. 모든 데이터는 중앙화되어 관리되며, 불필요한 하드카피를 최소화하여 데이터의 무결성을 보장합니다. 사내 사용자에게는 사용성과 효율성을 고려한 GUI가 제공됩니다, 이를 통해 사내 멤버들이 데이터에 쉽고 효율적으로 접근할 수 있습니다.","이런 분들을 찾고 있어요
ㆍ학력 : 학력무관
ㆍKubernetes 기반 서버 클러스터링에 대한 이해
ㆍPython,TypeScript를 능숙하게 다룰 수 있는 능력
ㆍDBMS에 대한 전반적인 이해
ㆍLinux 시스템에 대한 경험 및 이해
ㆍ원활한 커뮤니케이션 및 문서화 능력
ㆍ최소 5년 이상의 관련 실무 경험자","이런 분이면 더 좋아요
ㆍKubernetes 및 Airflow에 대한 다양한 경험 및 깊은 이해
ㆍ클라우드(AWS, Azure 등) 환경에서의 프로젝트 경험 및 전반적인 이해
ㆍMongoDB에 대한 다양한 경험 및 깊은 이해
ㆍ비디오 데이터 또는 차량 데이터의 처리 및 관리 경험
ㆍLidar, Radar, CAN등 차량 Data에 대한 이해
ㆍ인공지능 학습의 Data ETL Process에 대한 이해


[Application]
ㆍ필수: 국문 또는 영문 이력서 PDF 파일로 제출
ㆍ선택: 자기소개서/포트폴리오/논문


[Recruitment Process]
ㆍ서류 전형 > SC Test 전형 > 리크루터 폰 스크리닝 > 면접 전형 > 평판조회(5년차 이상 해당) > 처우 협의 > 최종 합격
(전형 절차는 직무별로 다르게 운영될 수 있으며, 일정 및 상황에 따라 변동될 수 있습니다.)


[Others]
ㆍ전형 일정 및 결과는 지원서에 등록하신 이메일로 개별 안내드립니다.
ㆍ본 공고는 모집 완료 시 조기 마감될 수 있습니다.
ㆍ지원서 내용 중 허위사실이 있는 경우에는 합격이 취소될 수 있습니다.

STRADVISION은 한 사람 한 사람의 다양성을 존중하며, 한국오피스를 기반으로 해외오피스(독일, 미국, 일본, 중국) 멤버들과 글로벌 테크회사의 문화를 만들어가고 있습니다. 또한, STRADVISION은 채용전형에서 나이, 국적, 성별, 출신 등 업무역량과 관계없는 요소로 차별하지 않으며, 지원자 모두에게 공정한 기회를 제공합니다."
job/DE/sources/jobkorea/txt/dc9dda41-3e23-4a01-8d15-151d4c75e619.txt,"담당업무
- BOM 등록 및 관리
- 설계도면 Draft 및 변경관리
- 문서화된 데이터 관리
- MES 데이터 관리","자격요건
R&D Engineer
( 1명 )",
job/DE/sources/jobkorea/txt/dca3f05f-bb6a-4749-b6e4-d2e27f37485b.txt,"담당업무                                           
ㆍ소셜 빅데이터 분석 보고서 작성
ㆍ소셜 빅데이터 분석 서비스 컨설팅
ㆍ사업 수행 및 관리
ㆍ인사이트 분석 보고서 작성
ㆍ고객 커뮤니케이션","자격요건



 

[신입]
소셜 빅데이터 분석
컨설턴트
( ○명 )","우대사항
ㆍ인문학 및  상기 업무 관련 전공자 우대
ㆍ문서 작성 능력 우수자
ㆍR, Python 등 관련 교육 이수자 및 가능자
ㆍ외국어 가능자 (영어, 중국어, 기타 언어권)

제출서류
ㆍ이력서
ㆍ자기 소개서
ㆍ포트폴리오(해당자에 한함)




 

[경력]
소셜 빅데이터 분석
컨설턴트
( ○명 )"
job/DE/sources/jobkorea/txt/dce01c9a-d5f0-4f41-8cb7-200f4a92404b.txt,담당업무,자격요건 및,"우대사항 고용형태
클라우드
서비스
관제파트
- 클라우드(AWS, GCP 환경)
   서비스 관제 (와탭)
- 모니터링 업무 및 1차 장애처리
- 어드민 업무지원

["
job/DE/sources/jobkorea/txt/dd1963cb-391b-4263-b3f8-9c259f371ac4.txt,담당업무,"자격요건
모집분야","우대사항]
차량 CAN 분석 및 취득 가능자
차량 진단용 CAN 통신 이해 가능자
전장회로도 이해
대형 운전면허 소지
근무장소 : 경기도 성남시 분당구 황새울로 314, 4층
복리후생
건강검진 퇴직금(퇴직연금) 4대 보험 창립일 생일 선물지급 창립일행사 워크샵 신입사원교육(OJT) 자기계발비 지원 점심식사 제공 간식 구비 휴게실 사내 정원 사원증 사무용품 지급 노사협의회 자유복장 연차 반차 반반차 경조휴가제 근로자의 날 휴무 육아휴직 남성출산휴가
제출서류
이력서, 자기소개서"
job/DE/sources/jobkorea/txt/dd3f0266-66b2-43a4-82fc-9f365088cca2.txt,"이런 업무를 해요
ㆍ백엔드 아키텍쳐 및 시스템 설계
ㆍRestAPI 및 각종 서버 스케줄링 등 백엔드 개발
ㆍAWS, Vercel, Node.js, Firebase, Graphql(Hasura Cloud), PostgreSQL 데이터베이스 관리, 데이터 크롤링 및 정제 업무
ㆍ전체 시스템 운영 이슈 관리","이런 분들을 찾고 있어요
ㆍ학력 : 학력무관
ㆍAWS, RDB, NoSQL, Node.js, Restful API, Firebase, GraphQL 풍부한 백엔드 개발 경험
ㆍGithub 및 Bitbucket을 이용한 버전관리 경험
ㆍDevops 및 CI/CD에 대한 인사이트 및 경험
ㆍ문제 해결 능력 및 원활한 커뮤니케이션 능력
ㆍ대규모 트래픽 시스템 개발 경험
ㆍ각종 장애 경험 및 문제 해결 경험","이런 분이면 더 좋아요
ㆍDocker, Kubernetes 경험
ㆍCI/CD를 활용한 빌드, 자동화 배포 경험
ㆍ빅데이터 시스템 개발 및 실 운영 경험
ㆍTypescript 및 Next.js로 Front-end 개발도 가능한 분
ㆍNotion, Jira 등의 협력툴을 이용한 여러 팀원과 협업 경험
ㆍ다른 언어를 새로 익히는데 거부감이 없는 사람
ㆍReadable 한 코드 작성 역량"
job/DE/sources/jobkorea/txt/dd953922-f795-4aeb-9c18-83fddb727757.txt,"담당업무
ㆍ 피앤피시큐어 DB접근제어 전담 엔지니어
ㆍ구축 및 유지보수 수행

스킬
ㆍLinux, DBMS, SQL

핵심역량
ㆍ 성실성, 성취지향성, 꼼꼼함, 스트레스관리, 적응성, 성장지향성","자격요건
DB접근제어 팀원 : DBSAFER 엔지니어
( 2명 )","우대사항
ㆍ운전가능자
ㆍ해외근무 가능자
ㆍ문서작성 우수자
ㆍ관련 자격증 보유자
ㆍ리더쉽 소유자
ㆍ즉시출근 가능자
ㆍ장기근무 가능자
ㆍ전공 : 정보통신공학과, 컴퓨터공학과, 응용소프트웨어공학과"
job/DE/sources/jobkorea/txt/ddc29d15-1600-4750-b411-b9db93f42152.txt,담당업무 우대요건 및,"자격요건 근무지
패턴
엔지니어
신발기획
경력
(5년 이상)
신규 신발 샘플 제작 및 패턴 데이터 관리
신규 신발 패턴 설계 및 수정
신발 컴퓨터 재단
스포츠 업계 (운동화) 경력 5년 이상
컴퓨터 재단 가능자 (유경험자)
부산 / 해외 공장 근무 경험자
경기도
성남
개발실 
실무  
신발기획
경력
(5~10년)
개발실 원/부자재 수급 및 관리
개발실 사무관리 및 비용 처리 관리
개발실(샘플팀) 경력 5년 이상
신발(스포츠 업계) 경력자
신발 원/부자재 운용 경험자
경기도
성남
CHEMICAL ENGINEER 
신발기획
경력
(5~10년)
신발 완제품 물성 테스트 및 원단/시료 테스트
신발 시험연구소 경력 5년 이상
신발 LAB실 근무 경력자
신발 완제품 물성 테스트 및 원단/시료 테스트 경력자
경기도
성남
신발 
저부 조립 
신발기획
경력
(5년 이상)
신발 저부(제조) 업무 / 개발실 저부(제조)라인 담당
스포츠 업계 (운동화) 경력 5년 이상
신발 전 품목 저부(제조) 경력자
경기도
성남
신발 재봉 
(계약직)
신발기획
경력
(5년 이상)
신발 재봉라인 근무 (개발실)
신발 재봉 경력 5년 이상
신발 재봉 기계 숙련자자
경기도
성남
지원 순서대로 검토 후 적격자 채용시 조기 마감될예정입니다.
근무조건
근무형태 : 정규직, 계약직
급여 : 면접 후 결정
근무지역 : 경기도 성남시 
공통 지원 자격
남성의 경우 병역필 또는 면제된 자
해외여행에 결격 사유가 없는 자
4년제 정규대학(원) 졸업자
장애인 및 보훈 대상자는 관계 법에 의거하여 우대",우대요건 및
job/DE/sources/jobkorea/txt/de0b5216-a513-4f9d-9a19-d19a21f2593f.txt,"담당업무
ㆍ상세내용을 입력하세요
ㆍ상세내용을 입력하세요

스킬
ㆍCCNA, Docker, MSSQL, SQL, Window, Linux, Cloud, Microsoft Office, Microsoft SQL Server, VMware

핵심역량
ㆍ 성실성, 스트레스관리, 적응성, 윤리의식, 협동심, 성장지향성","자격요건
모니터링사원(서버 엔지니어)
( 1명 )","우대사항
ㆍ영어가능자
ㆍ컴퓨터활용능력 우수자
ㆍ엑셀 고급능력 보유자"
